,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_OF_BUILDING,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
5146,0,835,115,1,1,2,2,1,1,0,4,6410875,43,0,0,1
5147,3,1809,90,3,2,5,4,0,1,2,4,11076280,44,0,0,1
5148,2,1074,6,1,1,3,4,1,2,1,3,9292400,12,0,1,0
5149,3,1782,88,2,1,4,0,0,1,2,5,11139830,19,0,0,1
5150,3,1706,105,2,1,4,3,1,0,2,5,15990020,46,1,0,0
5151,0,572,86,1,1,2,2,1,3,2,3,7586000,48,1,0,0
5152,2,831,54,1,1,3,0,1,0,0,4,10904100,6,1,0,0
5153,4,2112,99,3,2,5,3,0,1,2,5,17489700,25,1,0,0
5154,3,1960,8,3,2,5,4,0,3,2,4,11401230,24,0,1,0
5155,5,1776,41,1,1,4,0,1,1,0,3,12373200,36,0,0,1
5156,0,1050,189,1,1,3,4,1,3,1,3,7877250,26,0,0,1
5157,3,1725,177,2,1,4,1,1,3,1,3,9767120,31,0,1,0
5158,2,878,191,1,1,3,0,0,0,0,3,9258050,27,1,0,0
5159,1,1018,151,1,1,3,2,1,1,2,1,8136645,23,0,1,0
5160,2,1011,184,1,1,3,1,1,2,0,3,8000150,13,0,1,0
5161,4,1307,39,1,1,3,1,0,3,2,3,8358120,29,0,0,1
5162,3,1835,90,3,2,5,3,1,1,1,5,12153420,31,0,0,1
5163,0,1262,34,1,1,3,2,0,1,2,0,4864750,49,0,1,0
5164,0,698,89,1,1,2,4,0,0,1,1,3717250,47,0,1,0
5165,2,1087,67,1,1,3,4,1,0,0,5,13839900,14,1,0,0
5166,3,1923,105,3,2,5,4,1,3,1,4,11514650,30,0,1,0
5167,2,780,101,1,1,2,1,1,1,2,3,7497100,38,0,1,0
5168,2,973,17,1,1,3,0,0,0,1,5,8316400,16,0,1,0
5169,0,679,51,1,1,2,4,1,1,2,0,5237125,32,0,0,1
5170,2,964,150,1,1,3,2,1,1,2,3,8460450,39,0,1,0
5171,0,640,100,1,1,2,2,1,3,0,3,7428250,15,1,0,0
5172,2,850,30,1,1,3,4,0,3,2,3,8209950,5,0,1,0
5173,5,1970,97,2,1,5,2,1,0,1,3,13137420,31,0,1,0
5174,4,1470,152,2,1,4,1,1,1,2,4,10708580,9,0,0,1
5175,2,1105,179,1,1,3,1,0,1,1,5,12997600,28,1,0,0
5176,4,2198,153,3,2,5,0,0,2,1,5,11302520,6,0,1,0
5177,0,675,123,1,1,2,1,0,3,2,1,4642000,18,0,1,0
5178,4,1326,176,1,1,3,2,1,1,2,5,10260000,10,0,1,0
5179,2,932,99,1,1,3,4,0,3,1,4,8120800,28,0,1,0
5180,0,501,168,1,1,2,3,0,3,1,2,5623250,19,1,0,0
5181,1,1072,152,1,1,3,4,0,3,1,5,10280800,40,0,0,1
5182,0,1648,93,2,2,4,2,1,1,0,0,5798500,50,0,1,0
5183,6,1745,189,1,1,4,1,0,0,1,3,12197980,19,0,0,1
5184,6,1616,44,1,1,4,4,1,0,2,4,14238900,26,0,0,1
5185,4,1605,179,2,1,4,0,0,1,2,5,10305500,20,0,0,1
5186,2,1094,108,1,1,3,2,1,0,2,3,9402450,7,0,1,0
5187,0,834,186,1,1,2,2,1,2,2,2,8687250,19,1,0,0
5188,2,898,20,1,1,3,3,0,2,1,5,8427650,15,0,1,0
5189,4,1864,59,3,2,5,0,0,2,1,4,9524740,27,0,1,0
5190,4,2097,91,3,2,5,2,0,1,1,3,9819020,21,0,1,0
5191,0,1459,35,2,2,4,0,1,3,2,3,9017500,8,0,1,0
5192,0,1459,10,2,2,4,4,1,1,0,4,8899375,33,0,0,1
5193,3,1912,1,3,2,5,0,0,0,1,4,9886560,13,0,1,0
5194,5,1842,14,2,1,5,1,1,1,0,5,13164420,26,0,1,0
5195,3,1627,148,2,1,4,2,1,3,1,4,15456650,15,1,0,0
5196,0,1014,112,1,1,3,2,1,2,2,4,8397000,37,0,0,1
5197,3,1537,116,2,1,4,4,0,2,1,0,7626210,23,0,0,1
5198,5,1614,119,1,1,4,0,1,0,1,3,11994130,43,0,0,1
5199,0,1516,62,2,2,4,1,1,2,2,1,11543750,21,1,0,0
5200,0,806,131,1,1,2,3,0,2,1,5,8653000,28,1,0,0
5201,2,1129,198,1,1,3,3,1,1,2,4,10056950,17,0,1,0
5202,1,941,154,1,1,3,0,0,3,1,0,5455965,31,0,1,0
5203,0,1166,147,1,1,3,0,1,3,0,0,4674000,40,0,1,0
5204,4,2241,123,4,2,6,1,1,3,1,3,11692000,10,0,1,0
5205,1,1300,70,2,2,4,4,1,3,0,4,10790770,18,0,1,0
5206,2,1145,49,1,1,3,2,1,3,1,3,8894000,36,0,1,0
5207,6,1865,131,2,1,5,2,1,1,2,4,14263020,11,0,1,0
5208,2,1168,80,1,1,3,1,0,2,0,3,12162650,7,1,0,0
5209,2,827,27,1,1,3,2,1,3,1,5,9878990,4,0,0,1
5210,1,1185,130,1,1,3,0,0,1,2,3,9459475,25,0,0,1
5211,1,1151,104,1,1,3,4,1,0,2,4,11337335,29,0,0,1
5212,1,616,86,1,1,2,1,0,1,2,1,5301855,37,0,0,1
5213,2,700,172,1,1,2,1,1,1,0,5,10163100,26,1,0,0
5214,1,922,59,1,1,3,0,1,1,0,1,9892565,31,1,0,0
5215,4,1505,70,2,1,4,4,1,1,2,4,14753320,16,1,0,0
5216,1,1208,183,2,2,4,2,0,3,1,0,7137900,20,0,1,0
5217,4,1400,143,2,1,4,3,0,3,2,3,9150280,14,0,0,1
5218,2,1205,39,2,1,4,3,0,3,0,4,9127350,26,0,0,1
5219,2,818,118,1,1,3,1,0,3,1,3,7482260,12,0,0,1
5220,3,1789,145,2,1,4,0,1,0,0,3,8640110,43,0,1,0
5221,2,1098,115,1,1,3,2,0,2,0,4,8259010,33,0,0,1
5222,4,2035,94,3,2,5,4,0,3,1,4,11899860,8,0,0,1
5223,0,1243,147,1,1,3,0,1,3,0,0,5323250,17,0,1,0
5224,0,844,101,1,1,2,1,0,2,2,0,6614000,12,1,0,0
5225,0,615,18,1,1,2,3,1,2,0,0,3189500,48,0,1,0
5226,5,1854,120,2,1,5,3,1,0,0,4,13938740,21,0,0,1
5227,2,888,144,1,1,3,1,1,3,2,3,8263500,38,0,1,0
5228,1,657,177,1,1,2,4,0,0,1,0,4937025,15,0,1,0
5229,2,1283,126,2,1,4,3,0,1,0,3,12502800,36,1,0,0
5230,6,1715,27,1,1,4,4,1,2,2,4,13554470,36,0,1,0
5231,0,1655,97,2,2,4,3,1,1,1,4,9347000,26,0,1,0
5232,0,1013,53,1,1,3,0,1,1,1,1,5822750,7,0,1,0
5233,2,763,124,1,1,2,0,1,3,1,5,11726550,13,1,0,0
5234,6,1881,14,2,1,5,3,1,0,2,5,22686330,19,1,0,0
5235,2,928,178,1,1,3,1,0,1,0,5,11398650,7,1,0,0
5236,0,1149,21,1,1,3,1,0,0,1,3,6142750,27,0,1,0
5237,0,1255,200,1,1,3,2,0,0,2,1,6020125,40,0,0,1
5238,1,1160,27,1,1,3,3,1,3,0,5,10208460,24,0,1,0
5239,3,1544,196,2,1,4,1,1,3,0,1,12204650,25,1,0,0
5240,0,1058,132,1,1,3,2,0,2,2,4,7370250,23,0,1,0
5241,3,1765,38,2,1,4,4,0,0,2,1,9613940,7,0,0,1
5242,1,864,144,1,1,3,4,1,3,0,1,10436115,21,1,0,0
5243,0,1374,28,2,2,4,3,1,2,2,3,11837500,38,1,0,0
5244,2,1072,77,1,1,3,1,0,2,0,3,7775990,17,0,0,1
5245,2,1087,141,1,1,3,1,1,2,0,3,12318550,21,1,0,0
5246,5,1645,193,1,1,4,1,0,3,0,3,10038630,39,0,1,0
5247,0,895,42,1,1,3,3,1,2,2,1,8346000,24,1,0,0
5248,5,1587,190,1,1,4,3,0,2,0,4,11569710,35,0,0,1
5249,3,1531,134,2,1,4,2,0,1,2,4,8672000,55,0,1,0
5250,4,1689,36,2,1,4,0,1,1,1,5,11217940,18,0,0,1
5251,0,613,163,1,1,2,2,0,3,2,3,5425250,33,0,1,0
5252,4,2494,161,4,2,6,3,1,2,1,3,13347960,14,0,0,1
5253,3,1545,49,2,1,4,3,0,0,0,1,6629690,17,0,1,0
5254,3,1550,57,2,1,4,3,1,2,2,4,10757980,44,0,0,1
5255,4,2318,17,4,2,6,2,1,1,1,4,18690080,14,1,0,0
5256,4,2481,170,4,2,6,3,1,3,2,4,13638900,5,0,1,0
5257,3,1552,45,2,1,4,1,0,2,0,2,11881010,18,1,0,0
5258,0,943,73,1,1,3,0,1,0,2,4,10297500,10,1,0,0
5259,6,1635,190,1,1,4,2,0,1,2,3,11544130,14,0,1,0
5260,0,1121,77,1,1,3,3,1,0,1,1,8947500,14,1,0,0
5261,0,1241,50,1,1,3,0,1,0,1,3,7399625,41,0,0,1
5262,3,1869,173,3,2,5,3,1,1,2,0,8815630,44,0,1,0
5263,2,1264,122,2,1,4,4,1,2,1,5,10977400,36,0,1,0
5264,3,1558,35,2,1,4,1,1,2,2,2,9470890,7,0,1,0
5265,2,765,172,1,1,2,3,1,3,1,4,10961500,34,1,0,0
5266,2,950,156,1,1,3,3,1,2,2,5,9817500,38,0,1,0
5267,2,1248,123,2,1,4,1,1,3,1,4,15195150,5,1,0,0
5268,0,901,40,1,1,3,0,1,0,0,0,4678875,6,0,0,1
5269,0,1410,164,2,2,4,3,0,2,2,3,7976000,12,0,1,0
5270,4,2263,22,4,2,6,3,0,3,2,5,12336720,16,0,1,0
5271,6,1745,169,1,1,4,0,0,0,1,4,12486170,31,0,0,1
5272,4,2100,125,3,2,5,1,0,1,2,5,17101580,29,1,0,0
5273,4,2414,54,4,2,6,3,1,3,2,4,20151580,9,1,0,0
5274,2,793,146,1,1,2,1,1,2,0,5,8702510,10,0,0,1
5275,5,1502,87,1,1,4,0,1,1,2,3,17876680,14,1,0,0
5276,0,748,98,1,1,2,1,1,3,0,0,4555000,10,0,0,1
5277,2,788,39,1,1,2,0,0,1,2,4,7130400,32,0,1,0
5278,0,1341,165,2,2,4,2,0,3,0,1,8469500,38,1,0,0
5279,5,1571,41,1,1,4,3,1,2,0,4,12511690,33,0,0,1
5280,1,944,63,1,1,3,2,1,1,0,1,10559330,22,1,0,0
5281,2,1206,62,2,1,4,3,0,1,1,5,9696550,13,0,1,0
5282,0,1465,26,2,2,4,3,0,1,2,3,11015000,48,1,0,0
5283,2,707,148,1,1,2,2,1,1,0,3,7191840,11,0,0,1
5284,3,1968,51,3,2,5,2,0,3,0,1,8620150,45,0,0,1
5285,2,813,169,1,1,3,3,1,3,0,5,8836310,34,0,0,1
5286,0,586,178,1,1,2,3,1,1,1,1,5852250,35,1,0,0
5287,0,1671,81,2,2,4,3,0,2,1,2,6843000,42,0,1,0
5288,3,1740,14,2,1,4,2,1,0,0,5,15673080,14,1,0,0
5289,3,1633,12,2,1,4,3,1,0,0,5,14483410,48,1,0,0
5290,0,550,4,1,1,2,4,1,2,1,4,6804500,31,0,0,1
5291,1,1267,49,2,2,4,3,1,0,0,1,8380775,5,0,1,0
5292,1,916,114,1,1,3,0,1,2,0,3,8165230,22,0,0,1
5293,6,1872,194,2,1,5,1,1,0,1,5,22201820,6,1,0,0
5294,2,1148,85,1,1,3,4,0,0,2,4,9311100,22,0,1,0
5295,4,1840,16,3,2,5,4,0,1,2,5,16377280,14,1,0,0
5296,0,586,45,1,1,2,2,0,2,1,3,4737250,42,0,0,1
5297,0,1121,26,1,1,3,3,0,1,0,1,7446000,8,1,0,0
5298,4,2430,115,4,2,6,3,0,3,2,3,18554220,11,1,0,0
5299,4,2256,39,4,2,6,0,0,2,2,3,10538280,24,0,1,0
5300,2,1280,63,2,1,4,1,0,3,2,4,14468350,33,1,0,0
5301,2,1184,63,1,1,3,1,1,3,1,4,14032000,36,1,0,0
5302,5,1775,30,1,1,4,3,0,1,1,5,20551520,6,1,0,0
5303,2,1062,117,1,1,3,0,1,0,1,3,8819440,30,0,0,1
5304,2,823,31,1,1,3,1,1,3,2,4,11935150,33,1,0,0
5305,3,1626,37,2,1,4,1,1,0,2,1,9092600,40,0,0,1
5306,0,774,74,1,1,2,3,1,1,1,0,6390000,28,1,0,0
5307,3,1627,103,2,1,4,3,1,0,0,4,10449500,5,0,0,1
5308,4,2078,150,3,2,5,2,1,1,2,4,12142520,6,0,1,0
5309,5,1740,182,1,1,4,2,1,0,1,3,12115600,30,0,1,0
5310,1,630,141,1,1,2,3,1,0,2,2,9386685,39,1,0,0
5311,0,1474,90,2,2,4,3,1,1,0,3,11581500,6,1,0,0
5312,2,1114,194,1,1,3,2,0,3,2,4,9791680,22,0,0,1
5313,2,1188,88,1,1,3,3,0,3,0,4,13144050,7,1,0,0
5314,2,1273,91,2,1,4,2,0,1,0,4,9283260,23,0,0,1
5315,3,1884,199,3,2,5,2,1,0,0,5,16515880,19,1,0,0
5316,0,1550,165,2,2,4,0,1,0,2,1,7079750,49,0,1,0
5317,1,1208,80,2,2,4,3,0,3,1,4,10253410,34,0,0,1
5318,2,1231,48,2,1,4,0,1,3,1,3,14256100,6,1,0,0
5319,2,914,29,1,1,3,4,0,3,1,5,12493850,11,1,0,0
5320,3,1578,57,2,1,4,4,1,0,2,2,9489290,27,0,1,0
5321,2,938,74,1,1,3,4,1,2,0,4,8766600,16,0,1,0
5322,4,2240,98,4,2,6,3,0,1,1,5,12436280,24,0,0,1
5323,6,1595,136,1,1,4,3,0,1,1,5,18673590,22,1,0,0
5324,4,2438,105,4,2,6,3,1,1,2,3,19369040,12,1,0,0
5325,2,707,108,1,1,2,3,0,0,1,5,7582840,31,0,0,1
5326,3,1697,153,2,1,4,1,1,2,2,5,11750710,48,0,0,1
5327,4,2049,46,3,2,5,2,0,1,1,3,15247820,21,1,0,0
5328,5,1775,101,1,1,4,4,1,0,2,5,15310800,35,0,0,1
5329,0,957,2,1,1,3,4,0,1,2,0,5180000,10,0,1,0
5330,0,1592,8,2,2,4,4,0,0,2,1,8033250,7,0,0,1
5331,4,2317,137,4,2,6,4,0,3,1,4,12871040,14,0,0,1
5332,2,742,7,1,1,2,2,0,1,0,3,5925790,35,0,0,1
5333,2,763,13,1,1,2,1,0,3,1,3,7036410,22,0,0,1
5334,3,1738,195,2,1,4,2,1,0,2,3,15676760,13,1,0,0
5335,2,791,156,1,1,2,3,1,2,0,5,8285550,21,0,1,0
5336,5,1662,152,1,1,4,3,0,0,0,5,18293830,34,1,0,0
5337,5,1794,45,1,1,4,1,0,2,2,5,13876620,40,0,0,1
5338,2,841,183,1,1,3,3,0,3,2,4,8142550,25,0,1,0
5339,1,702,51,1,1,2,4,1,3,0,3,10353315,21,1,0,0
5340,0,1009,55,1,1,3,2,1,2,2,2,6878625,49,0,0,1
5341,4,1522,0,2,1,4,3,0,1,2,4,13456660,23,1,0,0
5342,1,1274,79,2,2,4,3,0,2,0,5,10588470,18,0,0,1
5343,4,2175,72,3,2,5,2,0,3,2,4,11346500,25,0,1,0
5344,4,2101,69,3,2,5,0,1,1,2,4,11642240,22,0,1,0
5345,1,837,2,1,1,3,3,0,1,1,4,8005310,34,0,0,1
5346,5,1845,183,2,1,5,2,1,0,2,5,22619470,6,1,0,0
5347,1,1245,176,2,2,4,3,0,0,0,2,7828105,7,0,1,0
5348,3,1510,128,2,1,4,4,0,2,2,5,11077770,16,0,0,1
5349,3,1562,20,2,1,4,3,1,1,1,1,7584040,52,0,1,0
5350,2,792,16,1,1,2,3,0,2,0,5,7387600,16,0,1,0
5351,2,1124,142,1,1,3,2,0,2,2,4,13370400,16,1,0,0
5352,3,1917,88,3,2,5,4,0,2,1,4,16094990,32,1,0,0
5353,3,1910,149,3,2,5,3,0,2,1,3,15030330,44,1,0,0
5354,1,1151,190,1,1,3,0,1,3,0,1,7666980,12,0,1,0
5355,4,2158,27,3,2,5,1,0,2,1,4,16918940,7,1,0,0
5356,0,1464,39,2,2,4,0,1,3,0,4,7732750,49,0,1,0
5357,2,883,163,1,1,3,4,1,3,0,5,12231750,33,1,0,0
5358,0,532,78,1,1,2,2,0,2,0,5,5283250,27,0,1,0
5359,4,1925,125,3,2,5,0,0,1,1,4,9570520,26,0,1,0
5360,2,1067,4,1,1,3,0,1,0,2,4,9842290,34,0,0,1
5361,2,801,106,1,1,3,4,0,1,2,4,11064550,25,1,0,0
5362,4,1536,122,2,1,4,3,1,3,2,3,10706080,8,0,0,1
5363,3,1505,123,2,1,4,4,1,3,0,4,9834610,48,0,0,1
5364,2,849,120,1,1,3,2,0,3,0,5,10980150,13,1,0,0
5365,3,1514,100,2,1,4,0,0,2,2,3,8935900,40,0,0,1
5366,2,1181,14,1,1,3,2,0,3,0,3,12089100,26,1,0,0
5367,6,1773,131,1,1,4,0,0,1,2,4,11966700,30,0,1,0
5368,5,1906,29,2,1,5,0,0,2,2,4,12755110,38,0,1,0
5369,2,1061,31,1,1,3,1,0,2,1,5,12617700,38,1,0,0
5370,3,1520,6,2,1,4,2,1,1,1,0,11872680,29,1,0,0
5371,4,1564,187,2,1,4,1,1,3,1,3,13566940,27,1,0,0
5372,3,1900,4,3,2,5,1,1,0,2,1,10080770,46,0,0,1
5373,2,1120,5,1,1,3,3,1,2,1,3,9914650,7,0,0,1
5374,0,1147,93,1,1,3,1,0,0,1,1,5352875,23,0,0,1
5375,2,1087,41,1,1,3,3,0,2,0,5,8499600,20,0,1,0
5376,0,955,40,1,1,3,0,1,3,0,3,6221000,18,0,1,0
5377,0,545,121,1,1,2,3,0,2,2,1,4591875,12,0,0,1
5378,4,1494,169,2,1,4,2,0,3,2,4,13331980,29,1,0,0
5379,0,1649,200,2,2,4,0,1,2,1,4,13264000,20,1,0,0
5380,1,1297,120,2,2,4,1,1,1,1,5,16625090,6,1,0,0
5381,0,676,156,1,1,2,1,0,0,2,0,3741250,29,0,0,1
5382,5,1523,181,1,1,4,1,1,3,0,5,12010860,28,0,1,0
5383,5,1704,126,1,1,4,3,0,0,0,4,12432100,9,0,0,1
5384,0,827,105,1,1,2,0,1,3,0,3,6421125,6,0,0,1
5385,2,897,126,1,1,3,4,0,0,0,4,7649800,4,0,1,0
5386,0,1024,134,1,1,3,3,1,0,1,3,7119000,16,0,1,0
5387,4,1707,101,2,1,4,0,1,1,1,5,11187900,18,0,0,1
5388,6,1838,75,2,1,5,2,1,0,0,4,12673360,33,0,1,0
5389,0,1680,86,2,2,4,1,0,0,1,3,7872500,42,0,0,1
5390,5,1617,58,1,1,4,4,1,0,2,5,14115670,6,0,1,0
5391,2,927,185,1,1,3,2,0,3,2,3,8368990,16,0,0,1
5392,1,873,67,1,1,3,0,0,0,2,5,12099995,33,1,0,0
5393,5,1841,16,2,1,5,0,1,3,0,5,21252230,9,1,0,0
5394,0,712,115,1,1,2,4,0,0,0,1,3833500,22,0,0,1
5395,5,1860,200,2,1,5,1,1,0,0,4,13463390,42,0,0,1
5396,3,1774,149,2,1,4,4,0,0,0,0,6468090,47,0,1,0
5397,5,1781,102,1,1,4,3,1,2,2,5,22007470,11,1,0,0
5398,4,1351,192,2,1,4,3,1,2,2,3,9284180,19,0,1,0
5399,4,2263,87,4,2,6,0,0,3,1,4,11050660,13,0,1,0
5400,4,1956,155,3,2,5,2,0,3,1,5,11633740,21,0,0,1
5401,0,1199,122,1,1,3,1,1,0,0,5,8061375,43,0,0,1
5402,2,960,151,1,1,3,3,1,2,0,4,12145750,17,1,0,0
5403,0,1053,124,1,1,3,1,0,1,1,4,9221000,24,1,0,0
5404,4,1944,173,3,2,5,1,1,3,1,4,16666700,15,1,0,0
5405,2,780,41,1,1,2,4,0,1,0,5,7685050,27,0,0,1
5406,3,1868,59,3,2,5,2,1,2,1,0,9188710,43,0,0,1
5407,0,511,49,1,1,2,0,1,3,0,5,6479750,15,0,1,0
5408,1,951,180,1,1,3,4,0,0,2,1,11174665,11,1,0,0
5409,2,1150,6,1,1,3,0,0,1,1,5,9120250,15,0,1,0
5410,5,1758,4,1,1,4,3,1,0,2,5,14289740,12,0,1,0
5411,0,703,171,1,1,2,4,1,0,2,3,7240500,8,0,1,0
5412,2,973,53,1,1,3,4,0,3,0,4,7935350,21,0,1,0
5413,1,1128,28,1,1,3,4,1,3,2,3,15093640,16,1,0,0
5414,0,578,29,1,1,2,4,1,1,0,4,5754250,39,0,1,0
5415,6,1669,193,1,1,4,0,0,1,0,4,12021830,13,0,0,1
5416,1,1096,103,1,1,3,1,1,1,0,1,7537975,5,0,1,0
5417,5,1595,58,1,1,4,0,0,1,0,3,10854110,13,0,0,1
5418,5,1825,77,2,1,5,2,1,1,2,5,15603340,22,0,0,1
5419,2,1298,157,2,1,4,1,1,3,0,4,10636110,15,0,0,1
5420,6,1812,82,2,1,5,3,0,2,0,4,11643180,44,0,1,0
5421,0,975,166,1,1,3,4,1,3,0,4,9577000,36,1,0,0
5422,4,1830,76,3,2,5,2,0,3,2,5,10916420,21,0,1,0
5423,0,1054,34,1,1,3,1,0,2,0,0,6235500,30,1,0,0
5424,5,1852,55,2,1,5,1,0,3,0,4,11827050,30,0,1,0
5425,2,1057,76,1,1,3,3,1,0,2,3,8931100,26,0,1,0
5426,5,1616,111,1,1,4,4,1,1,2,5,13510630,44,0,1,0
5427,3,1500,162,2,1,4,4,1,1,2,0,7628730,54,0,1,0
5428,2,750,85,1,1,2,3,0,1,2,5,8287250,37,0,0,1
5429,2,1262,82,2,1,4,4,1,3,0,4,10381640,38,0,0,1
5430,5,1700,111,1,1,4,3,1,3,0,3,12556130,34,0,0,1
5431,5,1605,8,1,1,4,4,1,3,0,5,19978530,9,1,0,0
5432,2,1192,60,1,1,3,0,0,2,0,3,7363600,20,0,1,0
5433,2,1199,56,1,1,3,0,0,3,0,4,7759200,40,0,1,0
5434,2,980,94,1,1,3,3,0,1,2,4,9160100,14,0,0,1
5435,3,1539,47,2,1,4,4,1,2,1,5,15053510,43,1,0,0
5436,2,824,0,1,1,3,4,1,3,2,4,12555850,19,1,0,0
5437,2,1124,95,1,1,3,1,1,0,0,4,8744300,18,0,1,0
5438,0,1397,38,2,2,4,4,0,0,2,4,12212000,8,1,0,0
5439,4,1419,39,2,1,4,3,0,1,2,4,8975540,17,0,1,0
5440,0,1214,60,1,1,3,0,0,1,2,1,6152500,23,0,0,1
5441,4,1512,108,2,1,4,1,0,3,2,5,10831740,5,0,0,1
5442,0,574,175,1,1,2,2,0,0,1,2,4626250,8,0,0,1
5443,0,1446,24,2,2,4,3,0,1,1,1,9942750,5,1,0,0
5444,2,1138,150,1,1,3,2,1,3,0,3,13038800,8,1,0,0
5445,6,1773,166,1,1,4,4,1,1,0,3,19467250,35,1,0,0
5446,2,879,19,1,1,3,1,0,3,0,4,7056300,22,0,1,0
5447,3,1744,69,2,1,4,2,1,2,2,5,11948330,49,0,0,1
5448,4,1751,197,2,1,4,2,1,1,2,4,10660400,30,0,1,0
5449,0,1541,192,2,2,4,3,1,0,0,4,8361750,23,0,1,0
5450,0,1625,115,2,2,4,0,1,2,1,4,13175500,22,1,0,0
5451,0,675,131,1,1,2,4,1,0,1,0,6031500,30,1,0,0
5452,0,543,112,1,1,2,0,1,3,2,3,7478750,29,1,0,0
5453,0,1087,132,1,1,3,2,1,1,0,4,9780000,28,1,0,0
5454,2,1083,163,1,1,3,0,1,3,1,3,8614150,25,0,1,0
5455,4,2451,57,4,2,6,2,0,1,1,5,12952820,30,0,0,1
5456,6,1562,3,1,1,4,3,1,1,0,4,11938300,10,0,1,0
5457,4,1600,35,2,1,4,3,1,3,1,4,10942360,17,0,0,1
5458,6,1624,117,1,1,4,3,1,2,1,5,19722030,39,1,0,0
5459,2,1216,144,2,1,4,1,0,0,2,4,13534450,35,1,0,0
5460,4,1333,78,2,1,4,4,1,1,2,5,10707680,14,0,1,0
5461,4,1564,49,2,1,4,2,0,1,1,5,9497460,13,0,1,0
5462,4,1366,195,2,1,4,0,0,1,2,3,7575380,29,0,1,0
5463,1,1277,30,2,2,4,0,1,2,1,1,8379570,38,0,1,0
5464,0,1245,38,1,1,3,0,0,3,2,0,8458500,22,1,0,0
5465,0,1314,199,1,1,3,1,0,0,0,5,7625250,30,0,0,1
5466,2,967,56,1,1,3,0,0,3,1,4,11709450,15,1,0,0
5467,0,1511,88,2,2,4,3,0,3,0,4,7032250,49,0,1,0
5468,0,1067,75,1,1,3,4,0,3,1,5,7756750,27,0,1,0
5469,2,1005,21,1,1,3,1,1,3,1,5,10516450,8,0,0,1
5470,0,1148,156,1,1,3,4,1,1,2,5,11832500,46,1,0,0
5471,3,1501,117,2,1,4,1,1,2,0,1,8170290,12,0,0,1
5472,4,1559,139,2,1,4,0,0,1,2,5,13940820,21,1,0,0
5473,5,1942,130,2,1,5,0,0,0,0,5,20387660,38,1,0,0
5474,6,1536,6,1,1,4,1,0,2,0,5,11088470,21,0,1,0
5475,3,1833,89,3,2,5,2,1,1,0,1,8865880,43,0,0,1
5476,2,831,187,1,1,3,3,0,0,0,3,6243300,14,0,1,0
5477,5,1785,162,1,1,4,2,1,1,2,4,14956820,6,0,0,1
5478,2,935,108,1,1,3,1,1,1,2,4,9717300,17,0,0,1
5479,4,2409,115,4,2,6,1,0,1,2,4,11834440,12,0,1,0
5480,3,1760,56,2,1,4,3,1,0,1,4,9929000,55,0,1,0
5481,6,1920,86,2,1,5,2,1,1,1,5,14047140,42,0,1,0
5482,0,1352,51,2,2,4,3,0,1,0,5,7180750,45,0,1,0
5483,2,708,186,1,1,2,3,1,3,2,5,9522210,22,0,0,1
5484,3,1798,74,2,1,4,2,0,3,0,0,7730470,21,0,0,1
5485,2,901,163,1,1,3,4,0,2,1,5,9000320,33,0,0,1
5486,2,1270,189,2,1,4,0,1,2,0,3,13399250,35,1,0,0
5487,2,802,163,1,1,3,3,1,0,0,3,7320850,7,0,1,0
5488,2,1094,112,1,1,3,3,0,3,1,3,12035150,29,1,0,0
5489,0,666,147,1,1,2,4,0,0,2,0,4505500,9,0,0,1
5490,3,1655,112,2,1,4,1,1,0,1,2,8487410,43,0,1,0
5491,4,1622,130,2,1,4,2,0,1,1,3,12763700,25,1,0,0
5492,4,2364,140,4,2,6,1,0,3,1,5,18543840,22,1,0,0
5493,0,1442,37,2,2,4,1,1,3,1,4,8965750,47,0,0,1
5494,4,1614,140,2,1,4,0,0,2,2,3,13378620,11,1,0,0
5495,3,1567,175,2,1,4,3,0,0,2,3,13199950,35,1,0,0
5496,0,677,178,1,1,2,1,1,2,0,1,5633250,47,1,0,0
5497,4,2333,18,4,2,6,2,1,2,2,5,14416660,20,0,0,1
5498,0,1270,171,1,1,3,3,1,3,0,1,9422000,12,1,0,0
5499,2,1022,68,1,1,3,3,0,0,1,5,9089140,32,0,0,1
5500,2,1000,2,1,1,3,0,1,3,2,4,9681250,7,0,1,0
5501,4,1429,194,2,1,4,1,0,2,2,3,8876760,19,0,0,1
5502,6,1515,24,1,1,4,3,1,3,2,5,20003050,10,1,0,0
5503,1,888,120,1,1,3,0,1,0,0,5,12334440,16,1,0,0
5504,0,712,200,1,1,2,0,0,3,1,4,7558000,20,1,0,0
5505,6,1685,20,1,1,4,4,1,2,1,4,19839060,43,1,0,0
5506,4,1483,10,2,1,4,2,0,3,2,4,13570940,7,1,0,0
5507,1,990,191,1,1,3,2,0,2,1,1,10341610,34,1,0,0
5508,0,1157,179,1,1,3,2,0,0,0,0,7007250,10,1,0,0
5509,0,1350,144,2,2,4,3,0,0,1,2,9967750,5,1,0,0
5510,4,1702,104,2,1,4,4,0,1,1,5,14721720,26,1,0,0
5511,6,1779,153,1,1,4,2,1,1,1,4,14052490,36,0,0,1
5512,0,1356,85,2,2,4,4,1,3,1,2,8177250,33,0,0,1
